area.code,voice.plan,voice.messages,intl.plan,intl.mins,intl.calls,day.mins,eve.calls,eve.charge,night.calls,customer.calls,churn
510,1,30,0,12.9,3,186.2,76,24.37,113,2,0
415,1,39,0,12.3,2,116.9,88,23.5,125,0,0
415,1,17,0,12.0,4,236.7,56,22.4,107,1,0
408,0,0,0,5.4,3,173.2,80,11.15,104,0,0
510,0,0,0,9.8,3,152.2,102,11.66,97,0,0
415,0,0,0,6.7,2,181.3,108,15.5,103,0,0
408,0,0,0,10.5,6,167.8,99,17.94,109,4,1
510,0,0,0,9.8,9,175.4,87,21.31,74,1,0
415,0,0,0,9.8,10,87.6,107,22.69,104,2,0
415,0,0,0,8.5,6,203.3,87,12.06,71,0,0
415,0,0,0,11.3,3,92.6,70,13.76,78,5,1
415,1,21,0,8.1,4,262.9,96,12.71,109,1,0
408,0,0,0,8.5,3,160.8,82,13.24,103,1,0
408,1,22,0,7.8,3,141.8,99,14.22,130,1,0
408,1,32,0,4.2,4,50.6,87,17.12,121,2,0
415,0,0,0,10.2,5,134.9,152,13.26,112,1,0
415,0,0,0,13.8,3,252.1,103,19.22,83,1,0
415,0,0,0,13.4,4,124.8,85,21.86,115,0,0
408,0,0,0,16.4,5,178.7,96,23.04,94,2,0
415,0,0,0,9.9,5,183.2,73,15.23,100,2,0
415,0,0,0,13.0,1,167.5,104,11.82,87,1,0
510,0,0,0,12.5,9,147.1,135,17.0,65,3,0
415,0,0,0,13.2,4,230.1,120,18.02,119,1,0
408,0,0,0,12.6,3,135.8,88,13.87,106,0,0
510,1,20,0,8.7,3,205.7,107,11.57,147,2,0
408,0,0,0,10.9,3,73.8,114,12.19,98,2,0
408,0,0,0,10.0,1,189.3,112,19.85,104,2,0
408,0,0,0,7.2,6,147.2,123,13.76,103,3,0
510,0,0,0,0.0,0,70.7,113,17.94,107,2,0
408,0,0,0,10.7,5,204.6,94,17.44,84,0,0
510,0,0,0,12.0,2,123.1,84,18.18,88,5,1
510,1,19,0,12.2,3,129.7,101,13.67,63,2,0
415,0,0,1,12.4,4,198.7,106,17.81,126,0,0
415,0,0,0,7.9,5,145.1,82,19.86,95,2,0
415,0,0,0,8.4,5,135.2,79,12.96,83,2,0
408,1,28,0,7.8,8,124.7,78,21.28,128,1,0
415,0,0,0,12.1,4,215.9,118,12.36,129,1,0
415,0,0,0,8.4,9,119.2,139,19.41,61,2,0
510,0,0,0,7.8,10,144.3,74,13.29,90,3,0
415,0,0,0,11.8,4,235.2,87,18.75,91,1,0
510,0,0,0,9.7,2,174.0,118,23.89,94,0,0
510,0,0,1,6.4,1,115.0,96,10.4,75,0,1
408,0,0,0,13.1,8,151.7,77,15.17,111,2,0
510,0,0,0,9.9,9,153.1,77,19.9,74,3,0
415,0,0,0,9.2,5,218.6,130,12.74,131,2,0
510,0,0,0,10.7,9,265.2,102,15.19,90,2,0
415,0,0,0,10.1,4,143.3,113,15.34,87,1,0
415,0,0,0,7.2,9,190.3,70,21.48,97,2,0
415,0,0,0,12.3,6,184.7,73,22.27,120,2,1
408,0,0,0,18.0,2,115.3,117,19.1,98,1,0
408,0,0,0,9.2,5,113.0,107,14.38,61,2,1
408,0,0,0,9.0,1,294.2,53,19.76,64,0,1
415,0,0,0,6.4,8,215.6,59,14.26,67,3,0
408,0,0,0,14.0,7,128.8,93,17.74,103,1,0
415,1,28,1,10.7,2,211.2,98,26.56,118,3,1
415,1,24,0,12.9,1,71.2,103,15.44,111,1,0
408,0,0,0,14.2,2,94.9,83,21.52,86,2,0
510,0,0,0,9.5,3,259.4,109,22.92,130,1,1
408,1,28,0,6.9,3,215.8,76,24.24,78,1,0
415,0,0,0,13.2,4,97.5,69,22.79,62,3,0
510,0,0,0,8.2,5,146.5,125,14.44,112,0,0
408,0,0,0,12.2,5,157.9,93,19.89,86,2,0
415,0,0,0,12.7,4,139.9,96,19.01,93,2,0
408,1,21,0,11.9,7,153.2,110,22.38,85,1,0
408,0,0,1,8.4,4,103.5,111,27.14,124,2,0
408,0,0,0,6.6,4,185.8,83,16.35,96,1,0
415,0,0,0,10.9,3,129.5,118,30.11,93,1,0
408,0,0,0,8.9,2,236.6,146,18.78,114,1,0
415,0,0,0,6.7,5,167.3,79,13.93,100,2,0
408,0,0,0,9.3,4,182.2,95,18.05,123,2,0
510,0,0,0,10.8,4,113.0,87,12.76,115,2,0
415,0,0,0,16.9,6,185.7,149,19.98,78,0,0
408,0,0,0,9.6,5,136.2,118,14.03,71,0,0
510,1,29,0,11.5,2,222.6,109,16.18,87,1,0
415,0,0,0,9.0,6,197.3,106,22.48,116,1,0
510,1,33,0,7.7,6,141.4,114,15.84,111,1,0
415,0,0,0,12.1,4,118.5,109,15.11,98,1,0
510,0,0,0,10.7,8,153.2,90,19.52,94,1,0
510,0,0,0,13.5,2,108.3,116,15.61,109,0,0
408,0,0,0,14.4,8,168.6,107,15.95,95,2,0
415,0,0,0,9.3,2,247.2,103,25.81,94,2,1
510,0,0,1,12.0,8,224.2,90,20.68,66,3,0
415,0,0,0,12.8,4,166.9,77,18.85,114,3,0
510,0,0,0,7.8,3,190.9,53,19.26,96,2,0
415,0,0,0,10.4,7,317.8,100,13.0,63,1,1
415,0,0,0,12.8,4,312.0,109,15.3,94,1,1
415,0,0,0,13.3,2,146.0,141,17.26,120,1,0
415,0,0,0,15.5,3,131.6,109,15.24,129,1,1
510,0,0,0,8.5,5,185.1,85,18.11,85,2,0
510,0,0,0,11.8,4,193.3,150,14.37,122,0,0
415,0,0,0,7.8,2,146.4,99,16.7,106,1,0
510,0,0,0,8.6,4,71.2,119,25.87,103,0,0
415,0,0,0,12.9,5,123.2,117,16.15,95,4,1
510,0,0,0,7.5,4,205.0,114,11.98,96,2,0
415,0,0,0,12.8,6,128.7,133,20.47,121,1,0
510,0,0,0,11.4,5,216.9,115,17.94,116,3,0
510,0,0,0,9.8,1,150.0,116,18.57,89,3,0
415,0,0,0,11.4,2,164.1,56,17.51,124,1,0
510,0,0,0,8.9,7,212.0,128,19.26,114,3,0
510,1,37,0,12.0,9,167.3,99,16.55,112,2,0
415,0,0,0,13.9,4,154.4,101,18.46,52,1,0
510,1,30,0,9.3,7,177.3,102,18.0,108,3,0
408,0,0,0,8.8,5,231.2,136,22.76,100,1,1
408,0,0,0,14.3,9,149.6,85,17.06,107,0,0
510,0,0,1,11.8,8,345.3,106,17.29,107,1,1
408,0,0,0,8.4,4,264.9,66,23.9,80,1,1
408,0,0,0,5.8,5,122.0,114,11.76,128,1,0
415,0,0,0,14.0,2,177.2,99,22.98,90,2,0
415,0,0,0,10.3,8,133.1,120,17.55,96,1,0
510,0,0,0,8.8,4,225.1,127,23.76,103,0,1
408,0,0,0,11.2,4,208.4,99,14.82,105,1,0
408,1,30,0,11.5,5,173.1,101,21.01,104,1,0
510,0,0,1,11.4,2,162.4,102,14.2,118,2,1
415,1,13,0,6.4,5,281.2,101,15.15,129,2,0
415,0,0,0,15.9,4,208.3,67,14.4,90,3,0
415,1,38,0,14.1,8,243.4,109,23.27,91,2,0
415,0,0,0,16.1,3,224.2,121,26.77,121,1,1
415,0,0,0,9.9,3,189.3,107,20.34,89,3,0
415,1,24,0,10.7,6,232.9,94,12.93,82,1,0
415,1,37,0,5.9,4,155.0,105,12.1,117,1,0
510,0,0,0,11.8,3,154.4,90,17.32,59,0,0
510,0,0,0,8.4,8,234.7,110,16.63,71,2,0
415,0,0,0,7.1,9,240.0,117,11.99,137,1,0
415,0,0,1,12.2,2,298.4,142,22.99,84,0,1
415,0,0,0,10.9,4,166.0,97,20.07,93,1,0
415,1,33,0,16.0,3,111.6,111,18.13,115,0,0
415,0,0,0,10.7,2,174.5,103,15.32,89,2,0
510,1,27,1,6.9,5,175.5,60,17.9,121,1,0
408,1,35,1,11.1,2,157.5,67,16.12,76,3,1
415,0,0,0,11.0,7,206.2,102,14.99,119,1,0
510,1,16,0,11.6,2,144.8,111,17.53,117,4,0
415,0,0,0,10.9,7,258.8,114,11.01,106,2,0
415,0,0,0,11.6,2,226.9,77,15.49,107,0,1
408,0,0,0,12.0,5,152.9,107,14.55,106,2,0
408,1,27,0,12.6,6,156.7,118,20.1,111,2,0
408,0,0,0,12.5,1,150.8,88,25.15,104,1,0
415,0,0,0,6.8,3,221.0,110,17.38,98,4,0
415,1,32,0,6.7,3,322.4,107,24.07,111,1,1
408,0,0,0,9.8,3,153.6,87,22.28,99,2,0
408,1,22,0,12.4,2,215.1,102,11.81,109,2,0
415,1,35,0,11.8,3,174.4,100,16.72,74,1,0
415,0,0,0,10.6,3,180.5,98,19.55,73,0,0
415,0,0,0,12.6,7,123.1,102,15.47,75,2,0
510,0,0,0,10.0,4,165.7,80,21.88,114,1,0
408,0,0,0,6.0,6,200.2,87,10.09,65,2,0
510,0,0,0,5.9,9,154.8,109,24.45,80,3,0
510,0,0,0,11.4,9,125.4,95,22.23,104,2,0
415,1,33,0,12.2,4,184.2,89,26.57,55,1,0
415,1,24,0,10.8,3,274.7,118,16.45,109,3,0
415,1,39,1,11.3,5,142.0,89,20.54,72,1,0
408,1,21,1,10.0,4,151.5,89,12.56,114,1,0
415,0,0,0,10.6,7,124.8,121,11.31,85,3,0
415,0,0,0,12.4,2,179.2,66,18.95,113,0,0
408,0,0,1,12.1,2,246.4,98,15.47,106,2,1
408,0,0,0,13.4,4,288.0,90,21.74,99,0,1
415,1,23,0,12.7,1,170.8,93,20.12,100,1,0
415,0,0,0,9.8,3,216.1,107,16.79,104,1,0
415,0,0,0,4.9,4,138.7,58,18.31,98,2,0
510,0,0,0,9.2,5,210.7,73,20.29,90,3,0
415,0,0,0,9.7,9,181.8,91,13.44,123,0,0
408,1,30,0,12.4,5,61.6,110,21.68,96,1,0
510,0,0,0,6.8,3,207.7,112,16.72,83,1,0
510,0,0,0,10.0,5,219.2,65,14.2,119,1,0
415,0,0,0,8.9,1,227.0,111,21.99,87,2,0
415,0,0,0,8.9,5,245.9,87,20.41,89,3,0
415,0,0,0,13.5,7,257.3,115,15.71,109,0,0
415,0,0,0,16.1,5,121.1,86,18.36,33,2,0
415,0,0,0,13.4,2,301.5,72,21.9,118,4,1
415,0,0,0,9.5,3,233.9,111,18.61,109,0,0
415,0,0,1,13.7,6,99.6,102,26.24,62,2,1
510,0,0,0,12.7,7,169.8,94,15.56,72,2,0
415,1,26,1,14.4,3,198.8,67,14.16,118,1,1
408,0,0,1,10.1,3,116.2,127,19.52,109,3,0
510,0,0,1,12.1,2,255.9,92,11.98,130,1,1
408,1,27,0,10.0,4,187.7,147,18.79,110,3,0
408,1,21,0,8.6,4,195.9,84,18.18,111,0,0
415,0,0,0,1.1,2,129.4,101,15.76,106,2,0
510,1,12,0,9.0,6,221.0,118,12.84,80,2,0
408,0,0,0,9.5,5,140.5,96,15.88,89,2,0
415,0,0,1,9.2,10,277.9,112,13.24,71,0,1
415,0,0,0,6.7,5,224.9,101,21.25,73,3,1
415,0,0,0,12.8,6,109.1,124,18.48,141,0,0
415,0,0,0,5.7,9,207.8,112,10.5,115,0,0
510,0,0,0,12.1,8,205.9,94,21.85,63,0,0
415,0,0,0,7.3,3,308.6,94,12.82,66,4,1
510,0,0,0,14.4,6,242.6,117,17.77,82,2,0
408,0,0,0,3.3,3,229.6,103,11.74,109,1,0
510,1,28,0,7.7,3,166.0,88,19.88,84,2,0
415,0,0,0,13.3,9,144.8,82,17.05,81,0,1
510,0,0,1,12.9,3,106.1,100,10.5,92,0,0
415,0,0,0,13.2,4,221.8,125,14.11,72,1,0
415,0,0,0,9.8,7,204.6,90,18.06,95,2,0
510,0,0,0,14.1,3,213.5,114,14.16,78,3,0
415,1,29,1,17.0,6,260.8,112,13.91,117,1,1
408,0,0,0,10.0,2,166.4,129,26.95,121,1,0
415,0,0,0,15.2,8,177.9,84,14.22,142,0,0
415,0,0,0,7.0,7,235.1,104,16.73,110,3,0
415,0,0,0,9.7,4,186.8,123,14.76,131,2,0
408,0,0,1,11.6,4,268.4,115,14.82,96,1,0
510,0,0,0,7.3,3,192.1,94,21.23,100,3,0
415,0,0,0,10.1,3,240.7,85,22.9,74,0,1
408,0,0,0,9.8,7,179.9,112,12.73,79,2,0
415,0,0,0,12.3,5,314.1,99,18.9,121,3,1
415,0,0,0,12.4,4,175.8,119,23.32,69,1,0
510,0,0,0,11.6,5,109.4,111,17.64,107,0,0
510,0,0,0,8.5,5,255.1,110,19.6,69,3,1
415,0,0,1,8.3,3,208.7,88,14.73,107,3,0
510,1,20,0,7.9,5,214.6,82,8.21,145,1,0
510,0,0,0,11.2,3,141.3,96,11.47,97,2,0
415,0,0,0,9.7,7,253.2,114,20.22,85,4,0
415,0,0,0,13.2,3,206.0,71,16.84,116,0,0
408,0,0,0,9.0,2,40.4,83,14.65,89,2,0
408,0,0,0,8.9,3,291.2,132,19.91,87,1,1
415,1,31,0,11.7,3,71.2,105,10.6,108,0,0
510,0,0,0,14.7,4,261.8,135,20.83,94,0,1
510,0,0,0,10.0,3,191.3,113,22.23,111,1,0
415,0,0,0,11.6,2,133.3,127,21.72,68,0,0
408,1,24,0,6.0,3,183.6,90,17.32,89,2,0
415,1,30,0,15.4,6,155.2,50,16.62,108,1,0
408,1,28,0,6.1,8,283.1,98,15.76,78,1,0
415,1,38,0,4.3,6,163.3,114,11.56,127,0,0
510,0,0,0,13.8,2,203.4,88,15.55,121,1,0
415,1,19,0,10.0,6,178.1,100,18.09,123,1,0
415,0,0,0,10.3,3,195.9,95,7.57,82,1,0
415,0,0,0,9.6,6,295.3,100,10.83,105,1,0
408,0,0,0,10.1,5,136.1,118,13.29,83,2,0
415,1,24,0,13.0,9,114.1,86,13.73,90,2,0
415,0,0,0,9.5,11,279.1,108,15.34,104,2,1
408,0,0,0,12.0,3,169.3,69,11.86,87,0,0
510,0,0,0,9.9,1,214.4,149,11.73,102,2,0
415,0,0,1,11.7,3,255.8,111,12.13,101,0,0
408,0,0,0,6.2,3,148.2,91,24.23,155,2,0
415,0,0,0,8.7,4,119.3,103,19.03,122,2,0
408,1,27,0,14.8,8,192.3,115,16.99,112,1,0
510,0,0,0,13.9,6,245.2,92,18.46,128,0,1
408,0,0,1,16.9,2,216.2,86,30.91,123,5,1
408,0,0,0,0.0,0,172.4,69,21.81,104,2,0
510,1,30,1,11.1,3,175.3,116,13.03,85,1,0
415,1,26,1,13.3,3,169.0,104,16.05,76,0,1
510,1,27,0,9.2,5,2.6,102,21.59,156,3,0
415,0,0,0,9.9,2,184.1,105,17.99,116,1,0
415,0,0,0,7.5,3,181.9,87,12.88,100,1,0
510,1,9,0,10.8,9,160.1,121,17.85,65,0,0
510,0,0,0,10.3,1,189.8,85,14.76,84,0,0
415,0,0,0,12.4,2,223.2,114,18.4,111,1,0
408,1,31,0,10.7,1,216.0,123,19.13,109,2,0
415,0,0,0,8.0,7,198.5,100,22.66,80,2,0
408,0,0,0,7.1,7,159.5,118,16.61,86,1,0
408,1,40,0,10.2,2,105.0,100,15.35,115,2,1
415,0,0,0,13.4,1,204.5,110,13.8,102,3,0
408,0,0,0,6.2,1,274.0,82,19.7,83,0,1
510,0,0,0,7.7,10,158.7,91,15.44,67,2,0
415,0,0,0,14.2,6,229.9,110,17.2,105,1,0
510,0,0,0,8.7,6,137.8,118,15.95,85,1,0
415,0,0,0,7.9,4,179.4,92,22.98,88,0,0
408,1,39,0,8.1,1,139.3,117,15.16,104,3,0
415,0,0,0,12.9,2,7.8,100,14.57,80,2,0
415,1,23,0,11.3,7,183.1,89,12.53,108,1,0
415,0,0,0,10.7,3,206.9,117,22.3,69,0,0
415,0,0,0,12.5,1,140.0,101,13.06,87,2,0
415,0,0,0,5.8,7,179.2,101,24.08,83,2,0
408,0,0,0,12.0,3,177.4,104,20.43,133,0,0
408,0,0,0,12.6,9,115.6,104,14.26,124,1,0
408,0,0,1,14.2,4,237.3,84,15.02,81,0,1
415,0,0,0,10.5,7,181.5,119,15.9,96,1,0
408,0,0,0,9.5,4,51.5,98,13.94,80,3,0
408,1,19,0,8.2,2,155.7,118,15.76,116,3,0
510,1,23,0,14.9,3,245.0,105,22.53,108,2,0
415,0,0,0,10.7,3,131.7,109,13.86,116,1,0
415,0,0,1,10.5,6,111.1,95,26.64,82,1,0
510,1,9,0,8.2,4,88.5,109,27.61,86,3,0
510,0,0,0,9.1,2,155.5,94,11.31,77,1,0
408,1,30,0,5.7,3,106.5,108,19.18,61,2,0
510,1,31,0,13.2,6,175.2,73,16.93,99,1,0
408,0,0,0,5.9,2,154.7,125,15.11,90,4,1
510,1,34,0,6.1,5,247.2,133,19.17,76,2,1
415,1,32,1,13.2,3,218.4,132,20.12,137,0,1
408,1,30,0,7.4,7,185.0,141,21.21,103,0,0
408,0,0,0,12.3,6,186.8,51,21.54,105,2,0
415,0,0,0,10.3,3,158.8,105,18.0,101,1,0
415,0,0,0,8.5,4,208.7,104,18.09,98,0,0
408,0,0,0,11.3,4,185.9,98,18.02,81,3,0
415,0,0,0,9.0,3,222.5,75,14.42,94,2,0
415,0,0,0,11.6,3,201.1,86,14.51,113,3,0
415,1,17,0,9.1,2,167.9,93,20.71,114,1,0
408,0,0,0,10.9,3,239.1,79,20.7,92,3,1
510,0,0,0,9.2,3,175.7,97,18.0,109,5,1
415,1,29,0,9.0,6,111.2,98,22.4,128,6,1
415,0,0,0,10.8,6,87.7,58,18.26,147,1,0
415,0,0,0,7.2,2,244.1,111,20.99,133,0,0
415,1,27,0,7.7,4,165.0,118,10.82,95,2,0
408,1,27,0,9.1,3,127.4,99,8.78,73,0,0
415,0,0,0,5.5,3,194.8,103,24.88,82,0,0
415,0,0,0,11.1,4,54.7,105,21.77,135,1,0
510,1,27,0,14.4,7,283.4,152,19.05,63,2,0
408,0,0,1,10.9,3,258.0,117,20.95,100,0,1
510,0,0,0,9.3,2,90.5,75,17.99,76,1,0
415,0,0,0,16.2,2,235.6,129,9.85,136,0,0
408,0,0,0,10.0,4,142.5,110,19.67,67,2,0
408,0,0,0,10.2,8,54.0,96,15.24,101,1,0
415,0,0,0,9.4,3,214.8,114,11.14,104,3,0
510,0,0,1,11.0,2,251.4,80,16.71,53,0,1
408,0,0,0,6.1,3,139.0,108,21.31,87,4,0
415,0,0,0,14.4,2,117.3,105,17.74,98,2,0
415,0,0,0,10.6,8,264.0,75,11.24,91,3,0
408,0,0,0,9.1,4,82.6,99,17.34,122,1,0
415,1,28,1,11.4,5,175.8,76,21.56,72,1,0
408,0,0,0,13.6,8,220.4,79,17.95,112,2,0
408,0,0,0,11.8,4,217.0,83,12.95,109,2,0
415,1,25,0,11.6,5,129.0,110,24.65,110,1,0
408,0,0,0,3.5,3,150.5,112,13.0,86,1,0
415,0,0,0,10.8,5,189.5,95,8.82,106,2,0
415,1,33,0,11.0,6,137.8,128,20.02,70,2,0
510,0,0,0,12.3,4,129.3,101,12.13,89,3,0
510,0,0,0,10.7,6,115.6,100,18.16,72,1,0
415,1,23,0,7.2,5,221.9,84,21.65,117,2,0
415,0,0,0,18.3,6,263.7,103,15.85,99,1,1
408,0,0,0,11.4,9,61.3,94,16.52,80,1,0
408,0,0,1,10.1,4,183.8,110,14.0,87,1,0
415,0,0,0,10.3,3,167.4,74,12.22,111,0,1
510,1,27,0,13.2,2,154.1,150,16.6,86,4,0
408,0,0,0,5.7,5,252.0,105,14.47,64,0,0
408,0,0,1,11.2,3,163.1,108,24.79,111,0,0
415,0,0,0,16.6,4,198.3,89,15.9,96,2,0
415,0,0,0,13.1,5,324.7,82,20.09,78,0,1
510,0,0,0,14.3,9,128.3,120,18.3,140,2,0
510,0,0,0,10.3,4,129.2,68,18.2,100,5,1
415,0,0,1,6.3,6,125.5,96,10.96,129,4,1
510,1,26,0,12.6,4,257.2,122,19.07,118,1,0
415,0,0,0,10.5,6,124.6,70,12.44,95,1,0
408,0,0,0,9.9,3,175.1,69,18.44,146,1,0
415,0,0,0,7.5,5,124.3,105,14.74,109,3,0
415,0,0,0,11.6,9,271.6,131,13.26,108,2,0
510,0,0,0,11.7,7,219.9,117,12.18,69,1,0
408,0,0,0,10.3,5,101.1,67,18.22,112,2,0
408,0,0,0,14.3,3,203.3,97,19.46,118,1,0
415,1,35,0,10.5,3,175.4,65,16.15,94,2,0
415,0,0,0,14.2,2,266.0,94,18.24,100,2,1
510,0,0,0,14.0,8,78.7,102,19.18,106,0,0
510,1,20,0,9.4,2,211.9,120,18.28,107,0,0
415,0,0,0,10.0,6,63.7,95,16.64,87,1,0
415,0,0,0,11.5,4,173.4,74,18.16,69,1,0
415,0,0,1,4.5,4,237.7,121,17.6,95,0,0
415,0,0,0,10.1,4,225.9,106,13.84,85,1,0
415,1,32,1,12.2,4,173.0,93,17.8,91,0,0
415,0,0,0,8.0,2,224.9,87,12.22,105,0,0
510,0,0,0,7.7,4,237.7,91,15.43,151,1,0
415,0,0,0,10.0,5,137.0,116,18.45,86,2,0
510,0,0,0,8.2,3,142.5,107,14.97,88,2,0
408,0,0,0,4.6,4,142.4,118,10.73,71,1,0
415,1,21,0,8.7,3,147.0,43,16.77,93,2,0
510,0,0,0,10.6,4,220.3,101,16.03,98,1,0
415,0,0,0,8.1,2,149.2,116,22.16,120,1,0
415,0,0,0,10.0,4,204.4,111,11.69,100,0,0
408,0,0,0,5.6,2,216.8,117,17.62,117,1,0
510,1,28,0,7.4,3,308.0,128,21.06,103,1,0
415,0,0,0,11.5,3,58.0,116,5.74,136,0,0
415,0,0,0,11.8,6,173.2,94,20.08,84,2,0
415,1,19,0,13.1,3,210.3,87,20.55,102,4,0
408,1,24,0,12.1,6,58.9,90,25.97,73,0,0
415,0,0,0,9.7,3,236.8,87,14.2,115,3,0
415,0,0,0,12.5,2,228.9,136,13.66,109,0,0
408,1,32,0,8.6,6,90.0,113,23.49,107,2,1
408,0,0,0,11.1,4,146.7,74,9.03,104,2,0
408,0,0,0,11.2,6,237.3,65,13.09,105,1,0
415,0,0,1,13.6,3,162.8,91,19.52,94,0,1
415,1,20,0,8.9,2,186.9,91,21.79,104,1,0
415,0,0,0,9.1,9,86.1,113,22.08,79,2,0
408,0,0,0,11.3,2,212.3,127,18.31,73,2,0
415,0,0,0,9.2,2,151.0,119,10.25,81,2,0
408,0,0,0,6.9,5,158.6,96,11.08,80,2,0
510,0,0,0,12.3,10,296.0,117,19.24,98,0,1
510,1,32,0,6.6,2,212.3,78,21.38,85,3,0
415,0,0,0,10.4,6,234.4,111,15.24,117,3,0
510,0,0,0,6.5,3,176.8,97,15.94,88,2,0
415,1,19,0,9.6,6,157.3,94,21.9,107,0,0
415,1,26,0,10.0,2,146.6,67,14.69,113,1,0
415,0,0,0,9.8,5,260.5,110,8.7,148,1,0
415,1,20,0,6.2,3,146.1,104,23.58,100,1,0
408,0,0,1,11.4,2,124.5,78,12.0,113,2,1
415,0,0,0,8.7,4,285.7,144,14.24,97,1,1
415,0,0,0,8.4,2,190.9,109,13.72,100,1,0
408,0,0,0,9.9,3,144.4,105,22.49,94,1,0
415,1,36,0,10.9,2,77.6,60,17.6,115,1,0
415,0,0,0,8.4,6,271.1,133,20.18,103,1,1
415,0,0,0,11.6,1,240.8,92,12.28,98,0,0
510,0,0,0,12.2,5,114.8,101,16.37,108,0,0
415,1,34,0,11.8,7,138.8,108,12.07,77,1,0
408,1,27,0,7.2,6,209.8,80,13.18,111,0,0
408,0,0,0,14.7,2,134.9,130,21.11,113,3,0
415,0,0,1,6.4,4,164.0,102,13.01,104,0,0
415,0,0,0,9.1,4,245.5,54,16.38,83,1,0
408,1,32,0,16.6,3,80.3,124,16.99,117,0,0
408,0,0,0,5.6,5,90.7,109,17.64,96,2,0
408,1,36,0,3.8,4,190.3,78,21.81,145,1,0
408,0,0,0,7.9,5,108.6,126,17.84,117,1,1
408,1,17,0,9.3,7,89.8,75,19.82,116,4,1
415,1,15,0,10.0,3,252.4,69,15.96,137,2,0
408,0,0,1,10.4,9,183.4,113,12.06,122,2,0
408,0,0,0,3.8,9,155.2,84,11.55,82,3,0
415,1,19,0,0.0,0,165.8,89,15.89,78,1,0
510,0,0,0,12.8,1,209.4,89,23.27,88,0,0
415,0,0,0,7.9,2,279.3,87,17.14,99,2,1
415,0,0,0,7.7,2,174.1,118,8.42,126,2,0
415,0,0,0,9.1,2,175.7,96,15.69,92,2,0
415,0,0,1,13.0,3,256.5,101,18.88,122,1,0
415,0,0,0,4.3,3,170.2,83,15.94,100,0,0
408,0,0,0,10.8,4,139.6,115,21.27,79,1,0
415,1,34,0,12.5,4,208.8,106,12.08,87,4,0
510,0,0,0,14.4,2,210.1,108,21.16,88,4,0
415,0,0,0,10.5,6,113.6,98,13.48,87,2,0
415,0,0,0,8.3,3,202.6,96,13.86,151,0,0
408,0,0,0,0.0,0,174.4,122,22.59,87,4,0
415,0,0,0,9.4,5,210.6,103,13.96,68,0,0
510,0,0,0,10.7,4,121.5,124,21.51,120,1,0
415,0,0,0,15.9,2,127.8,112,15.44,63,2,0
415,0,0,0,10.2,2,135.2,107,20.57,96,2,0
510,0,0,0,16.7,3,99.4,86,23.38,94,2,0
415,0,0,0,10.3,3,276.9,94,20.99,107,1,1
408,0,0,0,11.6,2,163.4,87,20.41,147,2,1
510,0,0,0,5.0,3,287.4,126,20.0,114,4,1
408,1,23,0,10.2,3,120.5,115,19.36,100,1,0
510,0,0,0,9.8,3,184.1,70,17.42,133,2,0
510,0,0,0,14.9,4,185.0,129,19.76,82,3,0
415,0,0,0,10.9,6,207.6,123,21.39,100,2,0
510,0,0,1,2.1,4,158.4,66,26.06,93,1,0
408,0,0,0,8.6,3,149.0,81,11.14,69,2,1
510,0,0,0,9.8,2,204.5,95,17.75,119,0,0
408,0,0,0,9.5,2,288.8,87,14.95,106,0,1
415,1,40,0,13.4,4,108.6,154,17.54,118,0,0
415,0,0,0,7.0,5,97.5,78,22.13,100,1,0
415,0,0,0,13.3,5,166.5,103,22.19,85,0,0
415,0,0,0,7.3,5,156.2,101,7.65,116,1,0
415,1,31,0,11.5,1,225.2,117,21.83,87,4,0
415,0,0,1,10.0,3,287.4,84,22.07,86,1,1
415,1,19,0,7.8,2,175.3,146,20.51,109,0,0
408,0,0,0,9.8,5,102.1,97,18.66,92,0,0
415,0,0,0,14.0,2,157.9,90,22.07,117,0,0
415,1,19,0,4.1,4,146.5,65,20.94,114,1,0
415,0,0,0,9.0,13,245.8,91,24.37,115,1,1
415,0,0,1,10.5,5,177.7,110,18.33,67,1,0
408,0,0,1,10.0,5,250.8,105,12.96,104,2,0
408,0,0,0,11.8,4,117.8,105,16.93,119,0,1
415,0,0,0,12.9,7,119.7,84,16.12,108,2,0
415,0,0,0,8.2,3,242.2,101,19.22,121,5,1
415,0,0,0,8.4,4,161.0,134,17.68,81,3,0
408,0,0,0,10.3,5,128.7,104,14.41,97,1,0
415,1,20,0,7.3,1,207.7,113,16.97,110,1,0
408,0,0,0,6.3,2,128.6,88,18.38,96,6,1
415,0,0,0,9.1,4,233.3,93,17.83,109,1,0
415,0,0,0,10.0,3,182.1,106,11.47,75,5,1
415,1,36,0,8.0,2,168.0,125,13.87,120,6,1
415,0,0,0,5.4,5,251.6,103,14.88,112,1,0
415,1,30,0,11.6,7,183.8,123,15.59,52,0,0
408,0,0,0,7.9,1,256.4,105,18.23,75,3,1
415,0,0,0,8.4,3,180.2,85,8.3,134,1,0
408,0,0,0,8.0,5,227.8,97,13.75,106,1,0
415,1,20,0,10.2,6,147.8,94,23.53,110,0,0
415,0,0,0,13.9,2,234.9,134,23.02,101,1,1
408,0,0,0,7.9,2,110.9,82,18.14,116,2,0
415,0,0,1,9.6,2,233.5,71,15.95,97,0,1
415,1,35,0,10.1,4,197.3,99,11.99,90,2,1
510,0,0,0,10.4,5,58.2,126,17.18,97,0,0
510,0,0,0,7.0,6,212.7,90,19.14,99,1,0
